"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"293","Amherst-B (Darko)","College","Women","Amherst","MA","/teams/events/Eventteam/?TeamId=e6KY6CT49%2biTwQLY7ilIBALaBHRLTLmCWtOPN%2fLQ984%3d",299,"Amherst B",-388,"Developmental","New England","North New England Dev",0,7,8,0.00964293523615339
"294","Wellesley-B (Whiptails)","College","Women","Wellesley","MA","/teams/events/Eventteam/?TeamId=lKprJsG1yrNEL49i2L1G4eUAcjcnT5r9HplRsb8aeXE%3d",306,"Wellesley B",-663,"Developmental","New England","New England Dev",2,10,293,0.00835651669244229
"295","Kalamazoo (Queen Beez Ultimate)","College","Women","Kalamazoo","MI","/teams/events/Eventteam/?TeamId=wGRAd8pq9lTefIOuF85I1oBemzVgiUpKtj5O8R6PKtY%3d",227,"Kalamazoo",338,"Division III","Great Lakes","Great Lakes DIII",1,5,127,0.00739237083049315
"296","Tulsa (Coriolis Force)","College","Women","Tulsa","OK","/teams/events/Eventteam/?TeamId=GlY6ZB8V9F4rwwEYl0kuMiSPowlvvwoHfXiCu5M4GsQ%3d",268,"Tulsa",60,"Division III","South Central","South Central DIII",3,16,270,0.00671285741926482
"297","California-Davis-B (UC Davis -B)","College","Women","Davis","CA","/teams/events/Eventteam/?TeamId=Yg96G3Nl6DLHINEa66xHb10L4SlHEYv2pScKj3ba%2fyU%3d",272,"California-Davis B",-15,"Developmental","Southwest","Southwest Dev",5,12,36,0.00575314068503773
"298","Texas-B (Mayhem)","College","Women","Austin","TX","/teams/events/Eventteam/?TeamId=HmSXj73veLKbFtTn0q4DOUUjiIph57C8SlE%2bYGrlamY%3d",243,"Texas B",263,"Developmental","South Central","Texas DI",3,13,256,0.00556227672622281
"299","Northwestern-B (GungHo B )","College","Women","Evanston","IL","/teams/events/Eventteam/?TeamId=%2fZf7lpQhELyXujInLDjw%2bEZGbtba9ufebSb6t5KIDBo%3d",248,"Northwestern B",221,"Developmental","Great Lakes","Illinois DI",3,11,185,0.00537295810313987
"300","Sonoma State (D'Vine)","College","Women","Rohnert Park","CA","/teams/events/Eventteam/?TeamId=x6JsgwR6khb0a2RgL29pL1IdZBCFPu7kB4dj6ucJkjA%3d",190,"Sonoma State",524,"Division I","Southwest","NorCal DI",3,14,233,0.0048440397174792
"301","Colorado School of Mines (Enthalpy)","College","Women","Golden","CO","/teams/events/Eventteam/?TeamId=3Eey%2fmR0jcC%2bkg9fxtpm8iZCbIDrbvZpMcBdsfw6N4c%3d",246,"Colorado School of Mines",240,"Division III","South Central","South Central DIII",0,5,68,0.00424744414916375
"302","Wesleyan-B (Vicious Circus B)","College","Women","Middletown","CT","/teams/events/Eventteam/?TeamId=Hqcw32bKMhuy4N3Dwj1xvZBfYuIu8tg0F3ItdulAPmo%3d",302,"Wesleyan B",-462,"Developmental","Metro East","Eastern Metro East DIII",2,8,295,0.00381671004565954
"303","Eastern Michigan (Raging Peacocks)","College","Women","Ypsilanti","MI","/teams/events/Eventteam/?TeamId=1wF8Q%2fXUy7Ae0MMB3y8h%2fJ%2btvxbM1nnX76j6IrfoJjU%3d",290,"Eastern Michigan",-256,"Division I","Great Lakes","Eastern Great Lakes DI",1,5,86,0.00369860543872052
"304","Charleston (Charleston Hobos)","College","Women","Charleston","SC","/teams/events/Eventteam/?TeamId=xEi%2fnDywPmi0yiJjwCX4cWbqomKIOi3tTMyb7GX4umI%3d",284,"Charleston",-183,"Division I","Atlantic Coast","Carolina DI",2,14,54,0.00350324226771467
"305","Goucher (All You Can Eat)","College","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=6vcYkcLEDFsr0HcrW%2f1ZidRQgsUoX%2fMM6M9Qj4EMlTs%3d",305,"Goucher",-587,"Division III","Atlantic Coast","Atlantic Coast DIII",1,5,106,0.0033261337884795
"306","Villanova (Villanova University)","College","Women","Villanova","PA","/teams/events/Eventteam/?TeamId=kuVD7x77xXJljBFuSU7CXkx19fzIL68MEv3CcxGRG0E%3d",NA,NA,NA,NA,NA,NA,1,1,283,0.00281976199246389
"307","Pacific Lutheran-B (PLU Royals)","College","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=etgLFGv3uDlF76HfujW6lhCAa7uODg%2buJtMJZIZqwe8%3d",NA,NA,NA,NA,NA,NA,2,5,202,0.00270183301575176
"308","Washington University-B (Washington University (Locamotive))","College","Women","St.Louis","MO","/teams/events/Eventteam/?TeamId=KFYh8dJwCq0E2%2bk5jPFP%2bZfhz7TcxEBGX%2bQenaS3zk0%3d",267,"Washington University B",63,"Developmental","South Central","Ozarks DI",2,15,291,0.00269660790595901
"309","Hartford (Hartford Biddies)","College","Women","Hartford","CT","/teams/events/Eventteam/?TeamId=UqaOgEnyZCGwwGVNztVRsfOPAfSQVXP9hHEnY8NKs7c%3d",295,"Hartford",-297,"Division III","Metro East","Eastern Metro East DIII",2,3,109,0.00267634816079636
"310","Seattle (Throbot)","College","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=S14qp1zPkBWzHEDsBenATpA2cbvKI0DXw2Btr3bAnvY%3d",247,"Seattle",237,"Division III","Northwest","Northwest DIII",0,10,228,0.00223480640981997
"311","Wooster-B (Wooster B)","College","Women","Wooster","OH","/teams/events/Eventteam/?TeamId=EEGLmKrtTAYUoK7W7a3A06PDoepXC2MLF0tytAN5SOE%3d",310,"Wooster B",-962,"Developmental","Ohio Valley","Ohio DIII",0,10,314,0.0020813732946802
"312","Oberlin-B (Preying Manti B)","College","Women","Oberlin","OH","/teams/events/Eventteam/?TeamId=%2bsLxgLughssz0D6C%2bT9J0NqQsnMcHHey6FeGQjnH%2ft8%3d",297,"Oberlin B",-362,"Division III","Ohio Valley","Ohio DIII",1,11,190,0.00199383836446041
"313","California-B (Tarts)","College","Women","Berkeley","CA","/teams/events/Eventteam/?TeamId=o2xPXLgIo%2f24po4GxKfr%2fab11aTSAl3KO5SY%2fhxCnRc%3d",252,"California B",188,"Developmental","Southwest","Southwest Dev",4,13,35,0.0011530959863655
"314","Muhlenberg (Flying Squirrels)","College","Women","Allentown","PA","/teams/events/Eventteam/?TeamId=fPmQ1FIHytkNqA7vx3FMLmZuvXitGwWusKp%2bqSHiyl4%3d",309,"Muhlenberg",-726,"Developmental","Ohio Valley","Pennsylvania DIII",0,5,167,0.00085666739107788
"315","Washington-B (Big Bang)","College","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=DrNV2bh9j5OMENoYnoVn5IVXaY%2bDK2V8KG98bMDSpK0%3d",NA,NA,NA,NA,NA,NA,2,5,289,0.000794959623209133
"316","Cal Poly-SLO-B (SLO Motion B)","College","Women","San Luis Obispo","CA","/teams/events/Eventteam/?TeamId=WG0oGjz0Ce4UyJ7ntjd8u0MHcKxwUnXUtcRtt2jBCtM%3d",298,"Cal Poly-SLO B",-384,"Developmental","Southwest","Southwest Dev",0,11,32,0.000338420040296337
"317","Hendrix (Hendrix)","College","Women","Conway","AR","/teams/events/Eventteam/?TeamId=ExKEjwiLKGSsY2DYjnJl0lc7w4HMOwtbSRTHkBJ89EE%3d",286,"Hendrix",-240,"","South Central","South Central DIII",0,6,114,0.000124697041843929
"318","Carleton College-C (Nova)","College","Women","Northfield","MN","/teams/events/Eventteam/?TeamId=Rm8pdvbR%2bwN5gY%2fS0rted7DsQVny4o2DpU9P4qHen2o%3d",285,"Carleton College C",-209,"Division III","North Central","North Central DIII",0,6,44,0
